TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"4861630","YuGiOh","Ghosts From the Past","Update Jammer","","GFTP-EN105","Ultra Rare","Near Mint 1st Edition","0.29","0.23","1.5800","0.0900","1","0","0.5000",""
"5542553","YuGiOh","Ghosts From the Past: The 2nd Haunting","Crystron Halqifibrax","","GFP2-EN149","Ultra Rare","Near Mint 1st Edition","0.27","0.50","1.6000","0.1100","1","0","0.5000",""
"5542603","YuGiOh","Ghosts From the Past: The 2nd Haunting","Dark Contract with the Gate","","GFP2-EN159","Ultra Rare","Near Mint 1st Edition","1.22","1.00","1.9400","0.4500","1","0","1.1800",""
"5542613","YuGiOh","Ghosts From the Past: The 2nd Haunting","Domain of the True Monarchs","","GFP2-EN161","Ultra Rare","Near Mint 1st Edition","0.23","0.25","1.5800","0.0900","2","0","0.5000",""
"5542458","YuGiOh","Ghosts From the Past: The 2nd Haunting","Fossil Warrior Skull Knight","","GFP2-EN129","Ultra Rare","Near Mint 1st Edition","0.28","0.28","1.6300","0.1400","2","0","0.5000",""
"5542548","YuGiOh","Ghosts From the Past: The 2nd Haunting","Jormungandr, Generaider Boss of Eternity","","GFP2-EN147","Ultra Rare","Near Mint 1st Edition","0.29","0.20","1.6400","0.1500","2","0","0.5000",""
"5542318","YuGiOh","Ghosts From the Past: The 2nd Haunting","Malefic Cyber End Dragon","","GFP2-EN101","Ultra Rare","Near Mint 1st Edition","0.28","0.22","1.5800","0.0900","1","0","0.5000",""
"5542528","YuGiOh","Ghosts From the Past: The 2nd Haunting","Number 38: Hope Harbinger Dragon Titanic Galaxy","","GFP2-EN143","Ultra Rare","Near Mint 1st Edition","1.39","7.61","1.7400","0.2500","1","0","2.0500",""
"5542538","YuGiOh","Ghosts From the Past: The 2nd Haunting","Number 97: Draglubion","","GFP2-EN145","Ultra Rare","Near Mint 1st Edition","0.29","0.35","1.5900","0.1000","1","0","0.5000",""
"5534268","YuGiOh","Ghosts From the Past: The 2nd Haunting","Protector of The Agents - Moon","","GFP2-EN011","Ultra Rare","Near Mint 1st Edition","0.73","4.94","1.7900","0.3000","1","0","1.3000",""
"5535303","YuGiOh","Ghosts From the Past: The 2nd Haunting","The Agent of Creation - Venus","","GFP2-EN049","Ultra Rare","Near Mint 1st Edition","0.26","0.40","1.5800","0.0900","1","0","0.5000",""
"5534258","YuGiOh","Ghosts From the Past: The 2nd Haunting","The Executor of the Underworld - Pluto","","GFP2-EN009","Ultra Rare","Near Mint 1st Edition","0.22","0.17","1.5800","0.0900","2","0","0.5000",""
"5535408","YuGiOh","Ghosts From the Past: The 2nd Haunting","Vision HERO Vyon","","GFP2-EN060","Ultra Rare","Near Mint 1st Edition","0.28","0.25","1.6400","0.1500","1","0","0.5000",""
"685991","YuGiOh","Gold Series 2009","Gold Sarcophagus","","GLD2-EN040","Gold Rare","Near Mint Limited","19.96","","19.8400","19.8400","1","0","24.1500",""
"686064","YuGiOh","Gold Series 4: Pyramids Edition","Black Luster Soldier - Envoy of the Beginning","","GLD4-EN013","Gold Rare","Near Mint Limited","8.82","","8.8200","8.8200","1","0","12.9600",""
"936576","YuGiOh","Gold Series: Haunted Mine","Zombie Master","","GLD5-EN019","Common","Near Mint Limited","0.61","","1.9700","0.4800","1","0","0.6800",""
"381193","YuGiOh","Hidden Arsenal","Flamvell Guard","","HA01-EN009","Super Rare","Near Mint Unlimited","0.67","","1.8900","0.4000","1","0","0.7500",""
"686128","YuGiOh","Hidden Arsenal","Flamvell Guard","","HA01-EN009","Super Rare","Near Mint Limited","0.71","","1.9800","0.4900","1","0","0.8100",""
"392086","YuGiOh","Hidden Arsenal 2","Ally of Justice Reverse Break","","HA02-EN050","Super Rare","Near Mint Unlimited","0.55","","1.5800","0.0900","1","0","0.6100",""
"392204","YuGiOh","Hidden Arsenal 2","Mist Valley Falcon","","HA02-EN048","Super Rare","Near Mint 1st Edition","0.41","","1.5900","0.1000","1","0","0.5000",""
"538366","YuGiOh","Hidden Arsenal 3","Naturia Sunflower","","HA03-EN011","Super Rare","Lightly Played 1st Edition","0.62","","1.7400","0.2500","1","0","0.7000",""
"418419","YuGiOh","Hidden Arsenal 4","Neo Flamvell Hedgehog","","HA04-EN032","Super Rare","Near Mint 1st Edition","0.20","","1.5400","0.0500","2","0","0.5000",""
"738512","YuGiOh","Hidden Arsenal 5: Steelswarm Invasion","Gem-Knight Aquamarine","","HA05-EN020","Secret Rare","Near Mint 1st Edition","1.44","","2.6400","1.1500","1","0","1.5800",""
"738535","YuGiOh","Hidden Arsenal 5: Steelswarm Invasion","Gem-Knight Topaz","","HA05-EN021","Secret Rare","Near Mint 1st Edition","1.63","","2.8700","1.3800","1","0","1.7900",""
"738494","YuGiOh","Hidden Arsenal 5: Steelswarm Invasion","Gishki Abyss","","HA05-EN031","Super Rare","Near Mint 1st Edition","1.60","","2.3800","0.8900","2","0","1.7300",""
"738530","YuGiOh","Hidden Arsenal 5: Steelswarm Invasion","Gishki Aquamirror","","HA05-EN055","Super Rare","Near Mint 1st Edition","0.67","","1.8500","0.3600","1","0","0.7400",""
"738504","YuGiOh","Hidden Arsenal 5: Steelswarm Invasion","Laval Forest Sprite","","HA05-EN011","Super Rare","Near Mint 1st Edition","0.39","","1.6300","0.1400","1","0","0.5000",""
"738511","YuGiOh","Hidden Arsenal 5: Steelswarm Invasion","Steelswarm Cell","","HA05-EN043","Super Rare","Near Mint 1st Edition","0.25","","1.6500","0.1600","1","0","0.5000",""
"738497","YuGiOh","Hidden Arsenal 5: Steelswarm Invasion","Vylon Epsilon","","HA05-EN025","Secret Rare","Near Mint 1st Edition","2.03","","2.7300","1.2400","2","0","2.3100",""
"940648","YuGiOh","Hidden Arsenal 6: Omega Xyz","Evigishki Merrowgeist","","HA06-EN053","Secret Rare","Near Mint 1st Edition","3.17","","4.4400","2.9500","1","0","9.9900",""
"940637","YuGiOh","Hidden Arsenal 6: Omega Xyz","Gem-Knight Amethyst","","HA06-EN047","Secret Rare","Near Mint 1st Edition","0.94","","2.3700","0.8800","1","0","1.0800",""
"940619","YuGiOh","Hidden Arsenal 6: Omega Xyz","Gem-Knight Prismaura","","HA06-EN020","Secret Rare","Near Mint 1st Edition","1.16","","2.4200","0.9300","1","0","1.3500",""
"940640","YuGiOh","Hidden Arsenal 6: Omega Xyz","Gishki Emilia","","HA06-EN041","Super Rare","Near Mint 1st Edition","0.37","","1.6400","0.1500","2","0","0.5000",""
"940613","YuGiOh","Hidden Arsenal 6: Omega Xyz","Gishki Vision","","HA06-EN040","Super Rare","Near Mint 1st Edition","0.27","","1.5900","0.1000","1","0","0.5000",""
"940669","YuGiOh","Hidden Arsenal 6: Omega Xyz","Lavalval Ignis","","HA06-EN051","Secret Rare","Near Mint 1st Edition","0.46","","1.6500","0.1600","1","0","0.5100",""
"941145","YuGiOh","Hidden Arsenal 6: Omega Xyz","Vylon Element","","HA06-EN026","Super Rare","Lightly Played 1st Edition","0.15","","1.5700","0.0800","2","0","0.5000",""
"941191","YuGiOh","Hidden Arsenal 6: Omega Xyz","Vylon Pentachloro","","HA06-EN037","Super Rare","Lightly Played 1st Edition","0.26","","1.5900","0.1000","1","0","0.5000",""
"941176","YuGiOh","Hidden Arsenal 6: Omega Xyz","Vylon Polytope","","HA06-EN056","Super Rare","Lightly Played 1st Edition","0.18","","1.5800","0.0900","1","0","0.5000",""
"941170","YuGiOh","Hidden Arsenal 6: Omega Xyz","Vylon Prism","","HA06-EN007","Super Rare","Lightly Played 1st Edition","0.19","","1.6400","0.1500","2","0","0.5000",""
"941193","YuGiOh","Hidden Arsenal 6: Omega Xyz","Vylon Segment","","HA06-EN057","Super Rare","Lightly Played 1st Edition","0.22","","1.6600","0.1700","1","0","0.5000",""
"940661","YuGiOh","Hidden Arsenal 6: Omega Xyz","Vylon Tetra","","HA06-EN005","Super Rare","Near Mint 1st Edition","0.17","","1.5500","0.0600","1","0","0.5000",""
"5463632","YuGiOh","Hidden Arsenal: Chapter 1","Ally of Justice Decisive Armor (Duel Terminal)","","HAC1-EN092","Duel Terminal Technology Ultra Rare","Near Mint 1st Edition","0.31","0.25","1.5600","0.0700","4","0","0.5000",""
"5462966","YuGiOh","Hidden Arsenal: Chapter 1","Dark Magician (Duel Terminal)","","HAC1-EN002","Duel Terminal Technology Ultra Rare","Near Mint 1st Edition","0.68","","1.8400","0.3500","1","0","0.7300",""
"5464238","YuGiOh","Hidden Arsenal: Chapter 1","Dragunity Phalanx (Duel Terminal)","","HAC1-EN153","Duel Terminal Technology Ultra Rare","Near Mint 1st Edition","0.29","0.10","1.5000","0.0100","1","0","0.5000",""
"5463176","YuGiOh","Hidden Arsenal: Chapter 1","Elemental HERO Flame Wingman (Duel Terminal)","","HAC1-EN019","Duel Terminal Technology Ultra Rare","Near Mint 1st Edition","0.72","1.26","1.5900","0.1000","1","0","0.7900",""
"5469396","YuGiOh","Hidden Arsenal: Chapter 1","Kuriboh (Duel Terminal)","","HAC1-EN005","Duel Terminal Technology Common","Lightly Played 1st Edition","0.40","","1.8100","0.3200","1","0","0.5000",""
"5469400","YuGiOh","Hidden Arsenal: Chapter 1","Mist Valley Baby Roc (Duel Terminal)","","HAC1-EN059","Duel Terminal Technology Common","Near Mint 1st Edition","0.42","","1.6000","0.1100","1","0","0.5000",""
"5463066","YuGiOh","Hidden Arsenal: Chapter 1","Night Assailant (Duel Terminal)","","HAC1-EN009","Duel Terminal Technology Ultra Rare","Near Mint 1st Edition","0.51","0.50","1.7400","0.2500","1","0","0.5500",""
"3912279","YuGiOh","Hidden Summoners","Phoenix Wing Wind Blast","","HISU-EN045","Super Rare","Near Mint 1st Edition","1.73","2.47","2.9100","1.4200","1","0","1.9900",""
"3912339","YuGiOh","Hidden Summoners","Rebirth of Nephthys","","HISU-EN009","Super Rare","Near Mint 1st Edition","0.42","0.50","1.6400","0.1500","1","0","0.5000",""
"2960306","YuGiOh","High-Speed Riders","Compulsory Evacuation Device","","HSRD-EN058","Common","Lightly Played 1st Edition","0.21","","1.6400","0.1500","2","0","0.5000",""
"2960281","YuGiOh","High-Speed Riders","Mystical Space Typhoon","","HSRD-EN053","Common","Lightly Played 1st Edition","0.22","","1.7400","0.2500","1","0","0.5000",""
"2960195","YuGiOh","High-Speed Riders","PSY-Frame Circuit","","HSRD-EN036","Rare","Near Mint 1st Edition","0.66","","1.6800","0.1900","4","0","0.5500",""
"2960200","YuGiOh","High-Speed Riders","PSY-Frame Overload","","HSRD-EN037","Rare","Near Mint 1st Edition","0.65","","1.5600","0.0700","3","0","0.5400",""
"2960275","YuGiOh","High-Speed Riders","Trishula, Dragon of the Ice Barrier","","HSRD-EN052","Secret Rare","Near Mint 1st Edition","4.05","","3.6000","2.1100","1","0","4.0500",""
"4347579","YuGiOh","Ignition Assault","Abominable Unchained Soul","","IGAS-EN019","Super Rare","Near Mint Unlimited","0.52","","1.8800","0.3900","1","0","0.5200",""
"4333371","YuGiOh","Ignition Assault","Ancient Warriors Saga - Three Visits","","IGAS-EN055","Ultra Rare","Near Mint 1st Edition","0.42","","1.8400","0.3500","1","0","0.5500",""
"4333391","YuGiOh","Ignition Assault","Condolence Puppet","","IGAS-EN059","Common","Near Mint 1st Edition","0.73","1.95","1.8700","0.3800","3","0","0.6900",""
"4347829","YuGiOh","Ignition Assault","Cross-Sheep","","IGAS-EN047","Rare","Near Mint Unlimited","0.37","","1.6900","0.2000","1","0","0.5000",""
"4333326","YuGiOh","Ignition Assault","Cross-Sheep","","IGAS-EN047","Rare","Near Mint 1st Edition","0.48","","1.7400","0.2500","1","0","0.5200",""
"4333296","YuGiOh","Ignition Assault","Earth Golem @Ignister","","IGAS-EN041","Rare","Near Mint 1st Edition","1.03","1.51","2.2400","0.7500","1","0","1.1400",""
"4333321","YuGiOh","Ignition Assault","Fire Phoenix @Ignister","","IGAS-EN046","Rare","Near Mint 1st Edition","0.38","0.42","1.7200","0.2300","3","0","0.5000",""
"4333306","YuGiOh","Ignition Assault","Karakuri Super Shogun mdl 00N ""Bureibu""","","IGAS-EN043","Super Rare","Near Mint 1st Edition","0.13","","1.5300","0.0400","4","0","0.5000",""
"4333311","YuGiOh","Ignition Assault","Light Dragon @Ignister","","IGAS-EN044","Super Rare","Near Mint 1st Edition","0.42","0.35","1.7300","0.2400","1","0","0.4200",""
"4333291","YuGiOh","Ignition Assault","Megalith Aratron","","IGAS-EN040","Super Rare","Near Mint 1st Edition","0.57","0.50","1.6900","0.2000","2","0","0.5700",""
"4333266","YuGiOh","Ignition Assault","Megalith Ophiel","","IGAS-EN035","Super Rare","Near Mint 1st Edition","0.45","0.48","1.7100","0.2200","1","0","0.4500",""
"4333161","YuGiOh","Ignition Assault","Utgarda, Generaider Boss of Delusion","","IGAS-EN022","Super Rare","Near Mint 1st Edition","0.29","0.23","1.6700","0.1800","4","0","0.5000",""
"579622","YuGiOh","Invasion of Chaos","Big Burn","","IOC-047","Super Rare","Moderately Played Unlimited","0.31","","1.7900","0.3000","1","0","0.5000",""
"538606","YuGiOh","Invasion of Chaos","Destruction Ring","","IOC-101","Rare","Lightly Played 1st Edition","0.22","","1.6200","0.1300","1","0","0.5000",""
"571469","YuGiOh","Invasion of Chaos","DNA Transplant","","IOC-108","Common","Lightly Played Unlimited","0.25","0.24","1.6100","0.1200","4","0","0.5000",""
"538526","YuGiOh","Invasion of Chaos","Gigantes","","IOC-021","Common","Lightly Played 1st Edition","0.51","","1.7700","0.2800","1","0","0.5500",""
"571385","YuGiOh","Invasion of Chaos","Gren Maju Da Eiza","","IOC-024","Common","Lightly Played Unlimited","0.27","","1.5800","0.0900","1","0","0.5000",""
"571435","YuGiOh","Invasion of Chaos","Hyper Hammerhead","","IOC-074","Common","Lightly Played Unlimited","","","1.5400","0.0500","1","0","0.5000",""
"571430","YuGiOh","Invasion of Chaos","Sacred Crane","","IOC-069","Common","Lightly Played Unlimited","0.29","","1.6100","0.1200","1","0","0.5000",""
"7021090","YuGiOh","Invasion of Chaos (25th Anniversary Edition)","Chain Disappearance","","IOC-EN052","Rare","Near Mint Unlimited","0.64","0.48","1.6800","0.1900","1","0","0.6900",""
"6921564","YuGiOh","Invasion of Chaos (Worldwide English)","Mad Dog of Darkness","","IOC-EN057","Rare","Near Mint Unlimited","0.30","","1.7900","0.3000","1","0","0.5000",""
"6921565","YuGiOh","Invasion of Chaos (Worldwide English)","Mad Dog of Darkness","","IOC-EN057","Rare","Lightly Played Unlimited","0.74","","2.2300","0.7400","1","0","0.8100",""
"3247696","YuGiOh","Invasion: Vengeance","Doki Doki","","INOV-EN032","Common","Lightly Played 1st Edition","0.20","","1.6200","0.1300","1","0","0.5000",""
"3254630","YuGiOh","Invasion: Vengeance","Dragon Core Hexer","","INOV-EN001","Rare","Lightly Played Unlimited","0.40","","1.5290","0.0390","2","0","0.5000",""
"3247540","YuGiOh","Invasion: Vengeance","Dragon Core Hexer","","INOV-EN001","Rare","Near Mint 1st Edition","0.65","","1.5500","0.0600","1","0","0.7400",""
"3254764","YuGiOh","Invasion: Vengeance","Meteor Dragon Red-Eyes Impact","","INOV-EN028","Rare","Near Mint Unlimited","2.27","","3.4900","2.0000","1","0","2.4300",""
"3248116","YuGiOh","Invasion: Vengeance","Paleozoic Marrella","","INOV-EN097","Common","Lightly Played 1st Edition","0.63","","2.1000","0.6100","2","0","0.6900",""
"3254884","YuGiOh","Invasion: Vengeance","Toadally Awesome","","INOV-EN052","Secret Rare","Near Mint Unlimited","1.59","6.99","2.9600","1.4700","1","0","1.7800",""
"1130187","YuGiOh","Judgment of the Light","Brotherhood of the Fire Fist - Boar","","JOTL-EN026","Rare","Near Mint 1st Edition","0.25","","1.5800","0.0900","1","0","0.5000",""
"8850397","YuGiOh","Justice Hunters","CookyYummy Way (Super Rare)","","JUSH-EN020","Super Rare","Near Mint 1st Edition","0.81","1.49","1.8200","0.3300","0","0","0.9700",""
"8850297","YuGiOh","Justice Hunters","Dracotail Mululu","","JUSH-EN005","Ultra Rare","Near Mint 1st Edition","1.07","4.46","2.1900","0.7000","1","0","1.0700",""
"8871944","YuGiOh","Justice Hunters","K9-00 ""Hound"" (Super Rare)","","JUSH-EN036","Super Rare","Near Mint 1st Edition","0.74","0.70","1.9800","0.4900","1","0","0.8500",""
"8871934","YuGiOh","Justice Hunters","LollipoYummy Way (Super Rare)","","JUSH-EN021","Super Rare","Near Mint 1st Edition","0.94","1.09","2.3000","0.8100","0","0","1.0500",""
"3006703","YuGiOh","King of Games: Yugi's Legendary Decks","Magician of Black Chaos","","YGLD-ENC01","Ultra Rare","Near Mint 1st Edition","5.76","","5.8300","5.8300","1","0","6.4700",""
"5043328","YuGiOh","King's Court","Court of Cards","","KICO-EN008","Super Rare","Near Mint 1st Edition","0.31","0.11","1.5400","0.0500","2","0","0.5000",""
"5043363","YuGiOh","King's Court","Crystal Girl","","KICO-EN015","Super Rare","Near Mint 1st Edition","0.21","0.19","1.5200","0.0300","3","0","0.5000",""
"5043313","YuGiOh","King's Court","Face Card Fusion","","KICO-EN005","Super Rare","Near Mint 1st Edition","0.30","0.25","1.6700","0.1800","2","0","0.5000",""
"5043443","YuGiOh","King's Court","Gravekeeper's Spy","","KICO-EN031","Rare","Near Mint 1st Edition","0.41","0.35","1.6900","0.2000","6","0","0.5000",""
"5043393","YuGiOh","King's Court","Hyper Galaxy","","KICO-EN021","Super Rare","Near Mint 1st Edition","0.31","0.25","1.6600","0.1700","1","0","0.5000",""
"5043323","YuGiOh","King's Court","Joker's Wild","","KICO-EN007","Super Rare","Near Mint 1st Edition","0.29","0.20","1.5600","0.0700","2","0","0.5000",""
"5043528","YuGiOh","King's Court","Number 49: Fortune Tune","","KICO-EN048","Super Rare","Near Mint 1st Edition","0.37","0.40","1.6100","0.1200","2","0","0.5000",""
"5043478","YuGiOh","King's Court","Scrap Twin Dragon","","KICO-EN038","Super Rare","Near Mint 1st Edition","0.23","0.21","1.5500","0.0500","1","0","0.5000",""
"5043318","YuGiOh","King's Court","Thunderspeed Summon","","KICO-EN006","Super Rare","Near Mint 1st Edition","0.24","0.20","1.6400","0.1500","2","0","0.5000",""
"5043383","YuGiOh","King's Court","White Rose Cloister","","KICO-EN019","Super Rare","Near Mint 1st Edition","0.43","0.47","1.6700","0.1800","4","0","0.5000",""
"5043338","YuGiOh","King's Court","XYZ Hyper Cannon","","KICO-EN010","Super Rare","Near Mint 1st Edition","0.19","","1.5000","0.0100","1","0","0.5000",""
"571544","YuGiOh","Labyrinth of Nightmare","Dark Spirit of the Silent","","LON-079","Super Rare","Lightly Played Unlimited","0.67","","2.1600","0.6700","1","0","0.7700",""
"571582","YuGiOh","Labyrinth of Nightmare","Marie the Fallen One","","LON-046","Rare","Lightly Played Unlimited","0.45","","1.7900","0.3000","1","0","0.5100",""
"579799","YuGiOh","Labyrinth of Nightmare","Mask of Dispel","","LON-017","Super Rare","Moderately Played Unlimited","0.77","","1.8300","0.3400","1","0","0.8800",""
"538777","YuGiOh","Legacy of Darkness","A Legendary Ocean","","LOD-078","Common","Lightly Played 1st Edition","0.38","","1.5900","0.1000","1","0","0.5000",""
"274596","YuGiOh","Legacy of Darkness","Lesser Fiend","","LOD-003","Rare","Near Mint 1st Edition","0.44","","1.6900","0.2000","1","0","0.5000",""
"547058","YuGiOh","Legacy of Darkness","Smoke Grenade of the Thief","","LOD-080","Common","Moderately Played 1st Edition","1.31","","2.4900","1.0000","1","0","1.2500",""
"571708","YuGiOh","Legacy of Darkness","Super Rejuvenation","","LOD-047","Common","Lightly Played Unlimited","0.75","","2.1500","0.6600","0","0","0.7400",""
"538852","YuGiOh","Legacy of Darkness","Super Rejuvenation","","LOD-047","Common","Lightly Played 1st Edition","0.95","","2.4300","0.9400","0","0","1.0000",""
"7890932","YuGiOh","Legacy of Destruction","Centur-Ion Auxila","","LEDE-EN042","Secret Rare","Near Mint 1st Edition","1.23","0.98","1.9800","0.4900","3","0","1.2300",""
"7890942","YuGiOh","Legacy of Destruction","Minerva, the Athenian Lightsworn","","LEDE-EN043","Ultra Rare","Near Mint 1st Edition","0.67","18.36","1.9900","0.5000","1","0","0.6700",""
"1172653","YuGiOh","Legacy of the Valiant","Dododo Buster","","LVAL-EN097","Common","Lightly Played Unlimited","0.04","","1.5900","0.1000","1","0","0.5000",""
"1165356","YuGiOh","Legacy of the Valiant","Gravekeeper's Shaman","","LVAL-EN033","Super Rare","Near Mint 1st Edition","4.44","","18.9800","18.9800","0","0","28.0100",""
"1159580","YuGiOh","Legacy of the Valiant","Mobius the Mega Monarch","","LVAL-EN040","Secret Rare","Near Mint 1st Edition","3.69","","4.4400","2.9500","1","0","3.6900",""
"1172258","YuGiOh","Legacy of the Valiant","Nikitama","","LVAL-EN037","Rare","Near Mint Unlimited","3.01","","4.7400","3.2500","1","0","3.4500",""
"1165276","YuGiOh","Legacy of the Valiant","Sylvan Marshalleaf","","LVAL-EN017","Ultra Rare","Near Mint 1st Edition","3.48","","4.3400","2.8500","1","0","3.8500",""
"7016033","YuGiOh","Legend of Blue Eyes White Dragon (25th Anniversary Edition)","Aqua Madoor","","LOB-EN027","Rare","Near Mint Unlimited","0.24","0.25","1.6000","0.1100","1","0","0.5000",""
"7016579","YuGiOh","Legend of Blue Eyes White Dragon (25th Anniversary Edition)","Final Flame","","LOB-EN100","Rare","Near Mint Unlimited","0.22","0.22","1.5800","0.0900","1","0","0.5000",""
"7016348","YuGiOh","Legend of Blue Eyes White Dragon (25th Anniversary Edition)","Fissure","","LOB-EN057","Rare","Near Mint Unlimited","0.28","","1.6400","0.1500","1","0","0.5000",""
"7016574","YuGiOh","Legend of Blue Eyes White Dragon (25th Anniversary Edition)","Goblin's Secret Remedy","","LOB-EN099","Rare","Near Mint Unlimited","0.20","0.25","1.5200","0.0300","1","0","0.5000",""
"7016368","YuGiOh","Legend of Blue Eyes White Dragon (25th Anniversary Edition)","Two-Pronged Attack","","LOB-EN061","Rare","Near Mint Unlimited","0.22","0.28","1.5000","0.0100","1","0","0.5000",""
"8985809","YuGiOh","Legendary 5D's Decks","Ash Blossom & Joyous Spring (L5DD-ENC09)","","L5DD-ENC09","Common","Near Mint 1st Edition","0.47","","1.7400","0.2500","2","0","0.6600",""
"8985784","YuGiOh","Legendary 5D's Decks","Droll & Lock Bird","","L5DD-ENC04","Common","Near Mint 1st Edition","0.79","","2.2600","0.7700","2","0","0.8800",""
"8985819","YuGiOh","Legendary 5D's Decks","Ghost Mourner & Moonlit Chill","","L5DD-ENC11","Common","Near Mint 1st Edition","0.26","","1.6300","0.1400","1","0","0.5500",""
"516488","YuGiOh","Legendary Collection 2","Crystal Raigeki","","LCGX-EN171","Common","Near Mint 1st Edition","0.40","","1.6800","0.1900","1","0","0.4000",""
"516497","YuGiOh","Legendary Collection 2","Cyber Phoenix","","LCGX-EN178","Ultra Rare","Near Mint 1st Edition","1.33","","2.3500","0.8600","1","0","1.4400",""
"516498","YuGiOh","Legendary Collection 2","Cyber Twin Dragon","","LCGX-EN180","Secret Rare","Near Mint 1st Edition","5.74","","14.9500","14.9500","1","0","5.7400",""
"686791","YuGiOh","Legendary Collection 2","Darklord Edeh Arae","","LC02-EN006","Ultra Rare","Near Mint Limited","0.22","","1.5400","0.0400","1","0","0.5000",""
"686818","YuGiOh","Legendary Collection 2","Dragonic Tactics","","LC02-EN012","Ultra Rare","Near Mint Limited","0.17","0.17","1.5100","0.0200","1","0","0.5000",""
"516120","YuGiOh","Legendary Collection 2","Neo-Spacian Dark Panther","","LCGX-EN019","Common","Near Mint Unlimited","1.23","","2.7000","1.2100","2","0","1.2200",""
"1045638","YuGiOh","Legendary Collection 3: Yugi's World","Berfomet","","LCYW-EN045","Super Rare","Near Mint Unlimited","0.75","","2.1400","0.6500","1","0","0.8500",""
"1052309","YuGiOh","Legendary Collection 3: Yugi's World","Chain Disappearance","","LCYW-EN289","Common","Moderately Played Unlimited","0.65","","2.1400","0.6500","1","0","0.8900",""
"1045773","YuGiOh","Legendary Collection 3: Yugi's World","Diffusion Wave-Motion","","LCYW-EN066","Super Rare","Near Mint Unlimited","0.36","","1.6900","0.2000","2","0","0.5000",""
"1052137","YuGiOh","Legendary Collection 3: Yugi's World","Ordeal of a Traveler","","LCYW-EN156","Common","Moderately Played Unlimited","0.77","","","","1","0","0.8500",""
"1050101","YuGiOh","Legendary Collection 3: Yugi's World","Spirit Reaper","","LCYW-EN246","Ultra Rare","Lightly Played 1st Edition","2.30","","3.4900","2.0000","0","0","2.5600",""
"1136521","YuGiOh","Legendary Collection 4: Joey's World","Injection Fairy Lily","","LCJW-EN280","Common","Lightly Played 1st Edition","0.67","","2.1900","0.7000","1","0","0.7300",""
"1136746","YuGiOh","Legendary Collection 4: Joey's World","Necrovalley","","LCJW-EN260","Common","Lightly Played 1st Edition","1.14","","2.3000","0.8100","1","0","1.2500",""
"3612460","YuGiOh","Legendary Collection Kaiba","Blue-Eyes Twin Burst Dragon","","LCKC-EN058","Ultra Rare","Near Mint 1st Edition","2.43","1.97","2.3800","0.8900","1","0","2.7000",""
"3613398","YuGiOh","Legendary Collection Kaiba","Crush Card Virus (Version 2)","","LCKC-EN046","Ultra Rare","Near Mint 1st Edition","1.42","1.25","2.9500","0.9000","1","0","1.5600",""
"3612565","YuGiOh","Legendary Collection Kaiba","Ghost Reaper & Winter Cherries","","LCKC-EN079","Ultra Rare","Near Mint 1st Edition","0.43","","1.5900","0.1000","2","0","0.5500",""
"3746457","YuGiOh","Legendary Collection Kaiba","Kaibaman","","LCKC-EN009","Ultra Rare","Near Mint Unlimited","0.56","","1.8700","0.3800","1","0","0.6200",""
"3612215","YuGiOh","Legendary Collection Kaiba","Kaibaman","","LCKC-EN009","Ultra Rare","Near Mint 1st Edition","0.91","1.98","1.8400","0.3500","1","0","0.8900",""
"3612720","YuGiOh","Legendary Collection Kaiba","Loop of Destruction (Secret Rare)","","LCKC-EN110","Secret Rare","Near Mint 1st Edition","0.31","","1.7400","0.2500","1","0","0.5000",""
"3612230","YuGiOh","Legendary Collection Kaiba","Maiden with Eyes of Blue","","LCKC-EN012","Secret Rare","Near Mint 1st Edition","1.43","1.67","2.4900","1.0000","1","0","1.4300",""
"3746507","YuGiOh","Legendary Collection Kaiba","Mirror Force","","LCKC-EN053","Ultra Rare","Near Mint Unlimited","4.60","5.99","5.4500","5.4500","1","0","4.6000",""
"3746508","YuGiOh","Legendary Collection Kaiba","Mirror Force","","LCKC-EN053","Ultra Rare","Lightly Played Unlimited","2.99","","5.3100","5.3100","1","0","3.0000",""
"3612360","YuGiOh","Legendary Collection Kaiba","Soul Exchange","","LCKC-EN038","Ultra Rare","Near Mint 1st Edition","1.80","","2.4500","0.9600","2","0","1.7700",""
"3612225","YuGiOh","Legendary Collection Kaiba","The White Stone of Ancients","","LCKC-EN011","Secret Rare","Near Mint 1st Edition","1.50","1.50","2.1100","0.6200","1","0","1.5000",""
"3612580","YuGiOh","Legendary Collection Kaiba","V-Tiger Jet","","LCKC-EN082","Ultra Rare","Near Mint 1st Edition","0.40","","1.7300","0.2400","1","0","0.5000",""
"3612585","YuGiOh","Legendary Collection Kaiba","W-Wing Catapult","","LCKC-EN083","Ultra Rare","Near Mint 1st Edition","0.49","0.47","1.7900","0.3000","1","0","0.5200",""
"3612195","YuGiOh","Legendary Collection Kaiba","X-Head Cannon","","LCKC-EN005","Ultra Rare","Near Mint 1st Edition","1.49","","2.4900","1.0000","1","0","1.6800",""
