TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"7091705","YuGiOh","Legendary Collection: 25th Anniversary Edition","Blue-Eyes White Dragon (25th Anniversary Edition)","","LC01-EN004","Ultra Rare","Near Mint Limited","0.75","1.47","1.9800","0.4900","0","0","0.9200",""
"7091755","YuGiOh","Legendary Collection: 25th Anniversary Edition","Dark Magician (25th Anniversary Edition)","","LC01-EN005","Ultra Rare","Near Mint Limited","0.48","0.74","1.7200","0.2300","3","0","0.5700",""
"7090835","YuGiOh","Legendary Collection: 25th Anniversary Edition","Obelisk the Tormentor (25th Anniversary Edition)","","LC01-EN001","Ultra Rare","Near Mint Limited","0.89","1.46","1.9900","0.5000","1","0","1.1100",""
"7091925","YuGiOh","Legendary Collection: 25th Anniversary Edition","Red-Eyes Black Dragon (25th Anniversary Edition)","","LC01-EN006","Ultra Rare","Near Mint Limited","0.59","0.77","1.6600","0.1700","3","0","0.6200",""
"7091205","YuGiOh","Legendary Collection: 25th Anniversary Edition","Slifer the Sky Dragon (25th Anniversary Edition)","","LC01-EN002","Ultra Rare","Near Mint Limited","0.94","1.99","1.9000","0.4100","3","0","0.9900",""
"7091655","YuGiOh","Legendary Collection: 25th Anniversary Edition","The Winged Dragon of Ra (25th Anniversary Edition)","","LC01-EN003","Ultra Rare","Near Mint Limited","0.80","1.00","1.8800","0.3900","3","0","0.9900",""
"3239476","YuGiOh","Legendary Decks II","Messenger of Peace","","LDK2-ENY30","Common","Near Mint 1st Edition","0.59","","1.9800","0.4900","1","0","0.6400",""
"3513447","YuGiOh","Legendary Dragon Decks","Chimeratech Rampage Dragon (UR)","","LEDD-ENB29","Ultra Rare","Near Mint 1st Edition","0.28","0.33","1.5700","0.0800","1","0","0.5000",""
"3513612","YuGiOh","Legendary Dragon Decks","Clear Wing Synchro Dragon","","LEDD-ENC29","Ultra Rare","Near Mint 1st Edition","1.12","","2.0400","0.5500","1","0","1.1400",""
"3513397","YuGiOh","Legendary Dragon Decks","Cyber Network (UR)","","LEDD-ENB20","Ultra Rare","Near Mint 1st Edition","0.31","0.19","1.5800","0.0900","1","0","0.5000",""
"3513352","YuGiOh","Legendary Dragon Decks","Cyber Repair Plant (UR)","","LEDD-ENB12","Ultra Rare","Near Mint 1st Edition","0.65","0.61","1.6600","0.1700","1","0","0.6500",""
"3513627","YuGiOh","Legendary Dragon Decks","Dark Rebellion Xyz Dragon","","LEDD-ENC32","Ultra Rare","Near Mint 1st Edition","0.68","1.98","1.8400","0.3500","1","0","0.8900",""
"3513197","YuGiOh","Legendary Dragon Decks","Magician Navigation","","LEDD-ENA29","Ultra Rare","Near Mint 1st Edition","0.54","","1.7200","0.2300","1","0","0.5600",""
"3513472","YuGiOh","Legendary Dragon Decks","Odd-Eyes Pendulum Dragon (UR)","","LEDD-ENC01","Ultra Rare","Near Mint 1st Edition","0.25","0.20","1.5500","0.0600","1","0","0.5000",""
"3513272","YuGiOh","Legendary Dragon Decks","Red-Eyes Black Dragon Sword","","LEDD-ENA43","Common","Near Mint 1st Edition","0.60","0.59","1.8200","0.3300","0","0","0.5900",""
"3513273","YuGiOh","Legendary Dragon Decks","Red-Eyes Black Dragon Sword","","LEDD-ENA43","Common","Lightly Played 1st Edition","0.33","","1.8100","0.3200","1","0","0.3300",""
"5679220","YuGiOh","Legendary Duelists: Duels From the Deep","Abyss Shark","","LED9-EN001","Ultra Rare","Near Mint 1st Edition","0.60","0.99","1.6800","0.1900","1","0","0.6000",""
"5679435","YuGiOh","Legendary Duelists: Duels From the Deep","Doom Kraken","","LED9-EN018","Super Rare","Near Mint 1st Edition","0.36","0.31","1.6400","0.1500","2","0","0.5000",""
"5679445","YuGiOh","Legendary Duelists: Duels From the Deep","Electric Jellyfish","","LED9-EN019","Super Rare","Near Mint 1st Edition","0.62","0.54","1.7400","0.2500","1","0","0.6300",""
"5679230","YuGiOh","Legendary Duelists: Duels From the Deep","N.As.H. Knight","","LED9-EN003","Super Rare","Near Mint 1st Edition","0.49","0.49","1.6900","0.2000","1","0","0.6600",""
"5679541","YuGiOh","Legendary Duelists: Duels From the Deep","Torrential Tribute","","LED9-EN029","Common","Lightly Played 1st Edition","0.20","0.19","1.6500","0.1600","1","0","0.5000",""
"4303104","YuGiOh","Legendary Duelists: Magical Hero","Dark Magician Girl","","LED6-EN000","Common","Lightly Played 1st Edition","0.53","","1.9700","0.4800","1","0","0.5300",""
"4303403","YuGiOh","Legendary Duelists: Magical Hero","Magician's Rod","","LED6-EN008","Common","Near Mint 1st Edition","0.76","1.39","1.8400","0.3500","1","0","0.8600",""
"4591181","YuGiOh","Legendary Duelists: Rage of Ra","Jinzo - Jector","","LED7-EN041","Common","Near Mint 1st Edition","0.27","0.18","1.5900","0.1000","1","0","0.2200",""
"4591030","YuGiOh","Legendary Duelists: Rage of Ra","Monster Reborn","","LED7-EN012","Common","Near Mint 1st Edition","0.44","0.39","1.7400","0.2500","1","0","0.3800",""
"4717420","YuGiOh","Legendary Duelists: Season 2","Harpie Oracle","","LDS2-EN077","Ultra Rare","Near Mint 1st Edition","2.47","","3.4300","1.9400","1","0","2.4700",""
"4732907","YuGiOh","Legendary Duelists: Season 2","Super Express Bullet Train (Blue)","","LDS2-EN121","Ultra Rare","Near Mint 1st Edition","0.71","","1.8100","0.3200","1","0","0.6300",""
"5702682","YuGiOh","Legendary Duelists: Season 3","Apprentice Illusion Magician (Red)","","LDS3-EN087","Ultra Rare","Near Mint 1st Edition","0.47","","1.7400","0.2500","3","0","0.5800",""
"5687433","YuGiOh","Legendary Duelists: Season 3","Archfiend Empress","","LDS3-EN007","Ultra Rare","Near Mint 1st Edition","0.24","","1.6200","0.1300","1","0","0.5000",""
"5687908","YuGiOh","Legendary Duelists: Season 3","Chaos Command Magician","","LDS3-EN083","Ultra Rare","Near Mint 1st Edition","0.40","","1.6800","0.1900","1","0","0.5000",""
"5702707","YuGiOh","Legendary Duelists: Season 3","Chaos Command Magician (Blue)","","LDS3-EN083","Ultra Rare","Near Mint 1st Edition","0.29","","1.5700","0.0800","1","0","0.5000",""
"5702712","YuGiOh","Legendary Duelists: Season 3","Chaos Command Magician (Red)","","LDS3-EN083","Ultra Rare","Near Mint 1st Edition","0.21","","1.5800","0.0900","1","0","0.5000",""
"5702717","YuGiOh","Legendary Duelists: Season 3","Dark Magical Circle (Blue)","","LDS3-EN093","Ultra Rare","Near Mint 1st Edition","0.41","","1.6900","0.2000","1","0","0.5000",""
"5702722","YuGiOh","Legendary Duelists: Season 3","Dark Magical Circle (Red)","","LDS3-EN093","Ultra Rare","Near Mint 1st Edition","0.31","","1.6900","0.2000","3","0","0.5000",""
"5702727","YuGiOh","Legendary Duelists: Season 3","Dark Magician Girl (Blue)","","LDS3-EN082","Ultra Rare","Near Mint 1st Edition","3.13","3.33","2.0900","0.6000","2","0","3.6600",""
"5687393","YuGiOh","Legendary Duelists: Season 3","Dark Necrofear","","LDS3-EN002","Ultra Rare","Near Mint 1st Edition","0.26","","1.5900","0.1000","1","0","0.5000",""
"5687768","YuGiOh","Legendary Duelists: Season 3","E - Emergency Call","","LDS3-EN108","Common","Near Mint 1st Edition","0.44","","1.8000","0.3000","1","0","0.5500",""
"5687769","YuGiOh","Legendary Duelists: Season 3","E - Emergency Call","","LDS3-EN108","Common","Lightly Played 1st Edition","0.34","","1.8300","0.3400","1","0","0.5000",""
"5687963","YuGiOh","Legendary Duelists: Season 3","Ebon Illusion Magician","","LDS3-EN091","Ultra Rare","Near Mint 1st Edition","0.85","","2.1300","0.6400","2","0","1.0500",""
"5702832","YuGiOh","Legendary Duelists: Season 3","Ebon Illusion Magician (Blue)","","LDS3-EN091","Ultra Rare","Near Mint 1st Edition","0.40","","1.7400","0.2500","1","0","0.5000",""
"5687703","YuGiOh","Legendary Duelists: Season 3","Elemental HERO Honest Neos","","LDS3-EN102","Ultra Rare","Near Mint 1st Edition","0.60","","1.6600","0.1700","1","0","0.6600",""
"5702842","YuGiOh","Legendary Duelists: Season 3","Elemental HERO Honest Neos (Blue)","","LDS3-EN102","Ultra Rare","Near Mint 1st Edition","0.32","0.31","1.6700","0.1800","2","0","0.5000",""
"5702847","YuGiOh","Legendary Duelists: Season 3","Elemental HERO Honest Neos (Red)","","LDS3-EN102","Ultra Rare","Near Mint 1st Edition","0.34","","1.5800","0.0900","1","0","0.5000",""
"5702867","YuGiOh","Legendary Duelists: Season 3","Evil HERO Infernal Prodigy (Red)","","LDS3-EN024","Ultra Rare","Near Mint 1st Edition","0.29","","1.5600","0.0700","1","0","0.5000",""
"5687658","YuGiOh","Legendary Duelists: Season 3","Evil HERO Lightning Golem","","LDS3-EN028","Ultra Rare","Near Mint 1st Edition","0.21","","1.5400","0.0500","1","0","0.5000",""
"5702882","YuGiOh","Legendary Duelists: Season 3","Evil HERO Lightning Golem (Blue)","","LDS3-EN028","Ultra Rare","Near Mint 1st Edition","0.15","","1.5400","0.0500","1","0","0.5000",""
"5702892","YuGiOh","Legendary Duelists: Season 3","Evil HERO Malicious Bane (Blue)","","LDS3-EN033","Ultra Rare","Near Mint 1st Edition","2.10","","3.4900","2.0000","1","0","2.2600",""
"5707595","YuGiOh","Legendary Duelists: Season 3","Evil HERO Wild Cyclone (Blue)","","LDS3-EN030","Ultra Rare","Near Mint 1st Edition","0.22","","1.5400","0.0500","2","0","0.5000",""
"5702912","YuGiOh","Legendary Duelists: Season 3","Evil HERO Wild Cyclone (Red)","","LDS3-EN030","Ultra Rare","Near Mint 1st Edition","0.27","","1.5400","0.0500","1","0","0.5000",""
"5687408","YuGiOh","Legendary Duelists: Season 3","Gernia","","LDS3-EN004","Ultra Rare","Near Mint 1st Edition","0.15","","1.5300","0.0400","2","0","0.5000",""
"5687943","YuGiOh","Legendary Duelists: Season 3","Magician of Chaos","","LDS3-EN089","Ultra Rare","Near Mint 1st Edition","0.77","","1.9400","0.4500","1","0","0.9000",""
"5702937","YuGiOh","Legendary Duelists: Season 3","Magician of Chaos (Blue)","","LDS3-EN089","Ultra Rare","Near Mint 1st Edition","0.56","","1.8900","0.4000","1","0","0.5800",""
"5702942","YuGiOh","Legendary Duelists: Season 3","Magician of Chaos (Red)","","LDS3-EN089","Ultra Rare","Near Mint 1st Edition","0.59","","1.9600","0.4700","3","0","0.7300",""
"5687923","YuGiOh","Legendary Duelists: Season 3","Magician's Rod","","LDS3-EN086","Common","Near Mint 1st Edition","0.71","0.76","1.9900","0.5000","2","0","0.7900",""
"5702997","YuGiOh","Legendary Duelists: Season 3","Magicians' Combination (Blue)","","LDS3-EN099","Ultra Rare","Near Mint 1st Edition","0.55","0.98","1.8900","0.4000","2","0","0.6100",""
"5703002","YuGiOh","Legendary Duelists: Season 3","Magicians' Combination (Red)","","LDS3-EN099","Ultra Rare","Near Mint 1st Edition","0.46","0.52","1.7400","0.2500","1","0","0.5100",""
"5703042","YuGiOh","Legendary Duelists: Season 3","Predaplant Chimerafflesia (Red)","","LDS3-EN074","Ultra Rare","Near Mint 1st Edition","0.22","","1.5400","0.0500","2","0","0.5000",""
"5703077","YuGiOh","Legendary Duelists: Season 3","Satellite Warrior (Blue)","","LDS3-EN121","Ultra Rare","Near Mint 1st Edition","0.26","","1.5900","0.1000","1","0","0.5000",""
"3939680","YuGiOh","Legendary Duelists: Sisters of the Rose","Garden Rose Maiden","","LED4-EN023","Ultra Rare","Near Mint 1st Edition","4.11","","5.0900","3.6000","2","0","4.1100",""
"3939800","YuGiOh","Legendary Duelists: Sisters of the Rose","Lunalight Yellow Marten","","LED4-EN047","Rare","Near Mint 1st Edition","0.85","1.40","1.8900","0.4000","3","0","0.9500",""
"3939740","YuGiOh","Legendary Duelists: Sisters of the Rose","Super Express Bullet Train","","LED4-EN035","Ultra Rare","Near Mint 1st Edition","2.06","4.97","3.4900","2.0000","1","0","2.2700",""
"7336782","YuGiOh","Legendary Duelists: Soulburning Volcano","Volcanic Blaze Accelerator","","LD10-EN021","Super Rare","Near Mint 1st Edition","1.37","1.95","2.0900","0.6000","1","0","1.2900",""
"5241355","YuGiOh","Legendary Duelists: Synchro Storm","Clear Wing Synchro Dragon","","LED8-EN001","Super Rare","Near Mint 1st Edition","1.84","49.74","1.8900","0.4000","1","0","2.0100",""
"5241610","YuGiOh","Legendary Duelists: Synchro Storm","Fleuret de Fleur","","LED8-EN025","Super Rare","Near Mint 1st Edition","0.18","0.12","1.5800","0.0900","2","0","0.5000",""
"9183617","YuGiOh","Legendary Modern Decks 2026","Sky Striker Mobilize - Engage! (Alternate Art) (Secret Rare)","","L26D-ENS10","Secret Rare","Near Mint 1st Edition","3.35","7.97","3.9700","2.4800","1","0","4.0400",""
"4955769","YuGiOh","Lightning Overdrive","Amaze Attraction Horror House","","LIOV-EN075","Ultra Rare","Near Mint 1st Edition","0.55","0.50","1.9400","0.4500","1","0","0.6200",""
"4954499","YuGiOh","Lightning Overdrive","Amazement Attendant Comica","","LIOV-EN008","Ultra Rare","Near Mint 1st Edition","0.62","0.62","1.9500","0.4600","3","0","0.7600",""
"4954524","YuGiOh","Lightning Overdrive","Bujin Torifune","","LIOV-EN013","Super Rare","Near Mint 1st Edition","0.23","0.23","1.5300","0.0400","2","0","0.5000",""
"4955624","YuGiOh","Lightning Overdrive","Dogmatikalamity","","LIOV-EN053","Common","Near Mint 1st Edition","0.40","0.40","1.7300","0.2400","3","0","0.3900",""
"4954539","YuGiOh","Lightning Overdrive","Traptrix Vesiculo","","LIOV-EN016","Ultra Rare","Near Mint 1st Edition","0.46","0.45","1.7200","0.2300","1","0","0.5000",""
"4954624","YuGiOh","Lightning Overdrive","White Knight of Dogmatika","","LIOV-EN032","Ultra Rare","Near Mint 1st Edition","1.37","1.54","2.4800","0.9900","3","0","1.7100",""
"8905077","YuGiOh","Limited Pack World Championship 2025","Blue-Eyes Tyrant Dragon (ESR)","","25LP-EN019","Emblazoned Secret Rare","Near Mint Limited","3.98","","4.5200","3.0300","2","0","3.9800",""
"8905082","YuGiOh","Limited Pack World Championship 2025","Blue-Eyes Ultimate Spirit Dragon (ESR)","","25LP-EN020","Emblazoned Secret Rare","Near Mint Limited","7.31","","8.2600","6.9600","1","0","7.3100",""
"8905087","YuGiOh","Limited Pack World Championship 2025","Diabellstar the Black Witch (EUR)","","25LP-EN001","Emblazoned Ultra Rare","Near Mint Limited","1.60","","2.7600","1.2700","1","0","1.7500",""
"8904997","YuGiOh","Limited Pack World Championship 2025","Garunix Eternity, Hyang of the Fire Kings (ESR)","","25LP-EN003","Emblazoned Secret Rare","Near Mint Limited","11.88","","10.2500","10.2500","1","0","11.8800",""
"8902948","YuGiOh","Limited Pack World Championship 2025","Garunix Eternity, Hyang of the Fire Kings (Secret Rare)","","25LP-EN003","Secret Rare","Near Mint Limited","0.58","","1.7300","0.2400","1","0","0.5800",""
"8905017","YuGiOh","Limited Pack World Championship 2025","Sangenpai Transcendent Dragion (ESR)","","25LP-EN007","Emblazoned Secret Rare","Near Mint Limited","7.55","","12.8700","12.8700","1","0","7.5500",""
"1087635","YuGiOh","Lord of the Tachyon Galaxy","Battlin' Boxer Headgeared","","LTGY-EN016","Common","Lightly Played Unlimited","0.15","","1.5300","0.0400","1","0","0.5000",""
"1086304","YuGiOh","Lord of the Tachyon Galaxy","Battlin' Boxer Lead Yoke","","LTGY-EN050","Rare","Near Mint 1st Edition","0.19","","1.5200","0.0300","1","0","0.5000",""
"1086311","YuGiOh","Lord of the Tachyon Galaxy","Brotherhood of the Fire Fist - Leopard","","LTGY-EN027","Common","Near Mint 1st Edition","0.27","","1.6300","0.1400","1","0","0.3500",""
"1087676","YuGiOh","Lord of the Tachyon Galaxy","Ice Beast Zerofyne","","LTGY-EN049","Rare","Lightly Played Unlimited","0.48","","1.9400","0.4500","1","0","0.5100",""
"1086376","YuGiOh","Lord of the Tachyon Galaxy","Number C105: Battlin' Boxer Comet Cestus","","LTGY-EN052","Ultra Rare","Near Mint 1st Edition","1.83","","3.2000","1.6000","1","0","2.2400",""
"539330","YuGiOh","Magic Ruler","Ameba","","MRL-010","Rare","Lightly Played 1st Edition","0.55","","1.7400","0.2500","1","0","0.5700",""
"572190","YuGiOh","Magic Ruler","Black Pendant","","MRL-003","Super Rare","Lightly Played Unlimited","0.53","","1.8800","0.3900","1","0","0.6500",""
"572211","YuGiOh","Magic Ruler","Flying Kamakiri #1","","MRL-091","Rare","Lightly Played Unlimited","0.35","","1.6400","0.1500","1","0","0.5000",""
"572213","YuGiOh","Magic Ruler","Giant Germ","","MRL-085","Rare","Lightly Played Unlimited","0.41","","1.7700","0.2800","2","0","0.5000",""
"580442","YuGiOh","Magic Ruler","Invader of the Throne","","MRL-026","Super Rare","Moderately Played Unlimited","0.38","","1.7400","0.2500","1","0","0.5000",""
"572249","YuGiOh","Magic Ruler","Nimble Momonga","","MRL-086","Rare","Lightly Played Unlimited","0.26","","1.6400","0.1500","1","0","0.5000",""
"263993","YuGiOh","Magic Ruler","Spellbinding Circle","","MRL-006","Ultra Rare","Near Mint Unlimited","8.67","","13.0000","13.0000","1","0","13.0000",""
"539456","YuGiOh","Magician's Force","D.D. Crazy Beast","","MFC-019","Rare","Lightly Played 1st Edition","0.97","","2.6700","1.0000","1","0","1.0600",""
"580536","YuGiOh","Magician's Force","Diffusion Wave-Motion","","MFC-107","Secret Rare","Moderately Played Unlimited","0.64","","1.8000","0.3100","1","0","0.7300",""
"564111","YuGiOh","Magician's Force","Double Spell","","MFC-106","Ultra Rare","Heavily Played Unlimited","0.89","","2.1900","0.7000","1","0","0.7400",""
"572340","YuGiOh","Magician's Force","Kaiser Colosseum","","MFC-031","Common","Lightly Played Unlimited","0.63","","1.7900","0.3000","1","0","0.5900",""
"572354","YuGiOh","Magician's Force","My Body as a Shield","","MFC-092","Common","Lightly Played Unlimited","1.32","","2.4800","0.9900","1","0","1.3900",""
"580580","YuGiOh","Magician's Force","Poison of the Old Man","","MFC-033","Common","Moderately Played Unlimited","0.23","","1.7200","0.2300","1","0","0.5000",""
"572381","YuGiOh","Magician's Force","Thunder of Ruler","","MFC-042","Common","Lightly Played Unlimited","0.24","","1.6700","0.1800","1","0","0.5000",""
"6665097","YuGiOh","Magnificent Mavens","A Hero Lives","","MAMA-EN081","Ultra Rare","Near Mint 1st Edition","0.27","","1.5100","0.0200","2","0","0.5000",""
"6664877","YuGiOh","Magnificent Mavens","Agido the Ancient Sentinel","","MAMA-EN028","Ultra Rare","Near Mint 1st Edition","0.36","0.99","1.6700","0.1800","3","0","0.5000",""
"6664902","YuGiOh","Magnificent Mavens","Chaos Hunter","","MAMA-EN051","Ultra Rare","Near Mint 1st Edition","0.28","0.27","1.5900","0.1000","1","0","0.5000",""
"6665147","YuGiOh","Magnificent Mavens","Dracoback, the Rideable Dragon","","MAMA-EN091","Ultra Rare","Near Mint 1st Edition","0.22","","1.5900","0.1000","1","0","0.5000",""
"6664872","YuGiOh","Magnificent Mavens","Kelbek the Ancient Vanguard","","MAMA-EN027","Ultra Rare","Near Mint 1st Edition","0.51","0.99","1.6300","0.1400","1","0","0.6300",""
"6664852","YuGiOh","Magnificent Mavens","Keldo the Sacred Protector","","MAMA-EN025","Ultra Rare","Near Mint 1st Edition","0.87","2.99","2.2100","0.7200","2","0","0.7400",""
"6665172","YuGiOh","Magnificent Mavens","Light-Imprisoning Mirror","","MAMA-EN096","Ultra Rare","Near Mint 1st Edition","1.55","1.54","2.4800","0.9900","2","0","1.7300",""
"6664867","YuGiOh","Magnificent Mavens","Mudora the Sword Oracle","","MAMA-EN026","Ultra Rare","Near Mint 1st Edition","0.67","0.99","1.7300","0.2400","2","0","0.7300",""
"6664967","YuGiOh","Magnificent Mavens","Rilliona, the Magistus of Verre","","MAMA-EN058","Ultra Rare","Near Mint 1st Edition","1.49","","2.4900","1.0000","1","0","1.6800",""
"6664927","YuGiOh","Magnificent Mavens","Shiranui Solitaire","","MAMA-EN054","Ultra Rare","Near Mint 1st Edition","0.29","","1.6800","0.1900","3","0","0.5000",""
"6664717","YuGiOh","Magnificent Mavens","Sky Striker Ace - Zeke","","MAMA-EN008","Ultra Rare","Near Mint 1st Edition","0.43","","1.7200","0.2300","3","0","0.6300",""
"6664937","YuGiOh","Magnificent Mavens","Swordsoul of Taia","","MAMA-EN035","Ultra Rare","Near Mint 1st Edition","0.36","0.36","1.6700","0.1800","2","0","0.5000",""
